sentenceA	sentenceB	label
"hallo liebe mods, ich schreibe diesen beitrag extra in die mainboard kategorie, weil heute schon 4 mal beim
            aufrufen des p5q deluxe-sammelthreads mein trendmicro virenscanner angeschlagen hat! er meldete folgen
            virus: TSPY_ONLINEG.FXG laut trendmicro wird versucht, den virus über '' gehackte '' webseiten
            einzuschleusen... nachzulesen hier: (URL) könnt ihr mal der sache auf den grund gehen? viele grüsse t.
        "	Probleme beim Defragmentieren eines Computers.	contradiction
Gerald L. Bepko 1995 Vereinigter Weg von Zentral Indiana Kampagne Stuhl	Bepko wurde durch die Volksabstimmung gewählt.	neutral
Andere haben die Frage beantwortet, aber Keyes war es scheiß egal.	Keyes gab mehr Informationen als andere Leute.	neutral
Wenn Sie Fragen oder Vorschläge haben, rufen Sie heute bitte entweder mich (924-5471) oder Bob Lovell (274-0622) an.	Bob Lovell arbeitet an der Kampagne für das nächste Jahr.	neutral
Er befahl außerdem Minister Rumsfeld, einen militärischen Plan gegen die Taliban zu entwickeln.	Es hat niemand die Entwicklung eines militärischen Plans angeordnet.	contradiction
Oh, aber - bei deinem Urlaub - sicherlich gibt es von Oberst Bishop nichts zu befürchten.	Colonel Bishop hatte wahrscheinlich nichts zu erlangen.	entailment
Ebenfalls zeigen die Statistiken in den Tabellen A2 und A3 an, dass Routen mit hohen Lieferwegvolumina in Gebieten mit höheren Haushaltseinkommen und Bildungsniveaus liegen.	Gebiete mit großen Mengen haben einen Ertrag von über $100.000.	neutral
"Hallo , da mein Pc (4200+ x², 4 Gb Ram) mit dem Catalyst 8.6 beim Starten oft Bluescreens verursachte, wollte
            ich mit dem @bios tool das f5 bios aufspielen. dabei brach das programm mit '' alloc kernel memory failure
            '' ab. ich habe darauf nod32 vollständig runtergeschmissen. (soll wohl das flashen nicht erlauben) nun lief
            das programm einmal langsam bis auf 100%, er hat also etwas geflasht. nach erreichen der 100% kommt nun
            selbiger fehler wie oben, sodass ich im moment etwas angst habe, den rechner neu zustarten. könnt ihr mir
            einen tip geben, was ich nun tun soll? mfg
        "	ich möchte meinen Rechner dauerhaft auf GB-LAN einstellen.	contradiction
Newsweek schimpft und beklagt die übermäßig glanzvollen Hamptons.	Newsweek veröffentlichte einen Artikel über die Hamptons.	entailment
Dieses Willkommenspaket wird während eines Besuchs vor Ort von einem der 19 Medicaid-Außendienstmitarbeiter von Texas persönlich übergeben.	Das Willkommenspaket wird von Hand geliefert.	entailment
Sie war eine Braunhaarige mit vollem Haar, einem weichen Gesicht, vollen Lippen und großen Zähnen.	Sie war völlig kahl und hatte überhaupt keine Zähne.	contradiction
"hi, Mein pc ist eigentlich ganz in ordung funkioniert ganz gut auser das wenn ich defragmentieren moechte, er
            immer obstuerzt, und von alleine wider hoch faehrt. Was kann ich tun damit ich defragmentieren kann ohne das
            es bei der haelfte ab stuertzt? und warum stuerzt er immer ab . habe auch schon einene wirenscan
            durchgenomen und er sagt das ich keinen virus oder so was habe. vielen lieben dank schon mal im vorraus
        "	Nach der Installation neuer Treiber funktionieren die USB-Anschlüsse bei meinem ASUS P5Q nicht mehr.	contradiction
Also ähm gut es bringt nichts außer Chaos.	Chaos ist alles was du bekommen wirst.	entailment
Nationale Einigkeit hat von da an immer die zweite Geige gespielt, nach ethnischen, religiösen und vorallem regionalen ökönomischen Interessen.	Nationale Einigkeit ist niemals die erste Priorität.	entailment
"Hallo Ich habe folgendes Problem. Wenn ich Daten von einer USB Festplatte auf die Interne Platte kopiere
            hängt der ganze PC. Die Interne Platte hängt am Asus EZ Backup Controller und ist gespiegelt. Als
            Betriebsystem kommt Windows 2003 zum einsatz. Kennt jemand das Problem Und kann ich die Platten einfach
            umstecken auf den Intel Kontroller.???? Oder verliere ich alle Daten??
        "	BIOS kann per nvidia unter windows nicht geupdatet werden.	contradiction
Wie bereits im vorherigen Kapitel erwähnt, muss es bei der Einreise in das Benachbarte möglich sein, das die Exploration durch die Fähigkeit der natürlichen Selektion eingrenzt, die Verlierer abzuschneiden.	Natürliche Selektion passiert immer.	neutral
Das United States Bureau of the Census hat die Volkszählung von 1990 der Bevölkerung und Wohnverhältnisdaten an 5-stellige Postleitzahlen gruppiert.	Die Daten, die 1990 in der Volkszählung über Bevölkerung und Wohnraum gesammelt wurden, sind nach Postleitzahl geordnet.	entailment
Die englische Rede ist bereits überladen mit ausgefallenen Worten, die man niemals hätte aufnehmen dürfen und die sich jetzt noch abstellen sollten.	Experten haben fünfzig verschiedene Wörter gefunden, die nicht Teil der Sprache sein sollten.	neutral
Ich war noch nicht lange auf dem Kontinent, als ich ein paar Nylons für eine Freundin kaufen wollte.	Ich habe mein ganzes Leben auf dem Kontinent gelebt.	contradiction
   Wir wussten genau was es bedeutete.	Die Bedeutung war uns vollkommen klar.	entailment
Das Konzept des Lehrmomentes, obwohl es zur jetzigen Zeit nur eine Konzipierung ist, bringt ein Teil des einflussreichen Interesses, Alkoholinterventionen in der ED zu verüben.	Es gibt einen Grund, eine Alkohol-Intervention in der Notaufnahme zu machen, während der Patient noch betrunken ist.	neutral
Es war von, ähm, Wills Point. Ich weiß nicht, ob du es kennst.	Es kommt aus Cambridge.	contradiction
er schrie, aha, kannste nicht, stimmts?	Er stellte nie eine Frage, als er ruhig blieb.	contradiction
ich fürchte, dass ähm ich denke, sein Name war Anderson war der der Herr, der gegen äh auf einem unabhängige Ticket gegen Reagan und kandidierte	Anderson schlug Reagon.	contradiction
Mitglieder erhalten Rabatte auf die Produkte und die Veröffentlichungen der Gesellschaft. Erhältlich durch regelmäßige Kataloge und dem Historischer Markt Souvenirgeschäft an unserem schönem Gesellschaftshauptquatier.	Mitglieder bekommen keinen Rabatt, weil wir zu viel Geld verlieren würden.	contradiction
In der von Palmen und Sandelholz gesäumten Hauptstraße des Gartens hatte er Miss Bishop allein gesehen.	Frau Bishop war allein im Garten.	entailment
Und, ähm, wenn es anschwoll und einfach weiter schwoll, machte es 'whish' als würde es dir den Kopf abziehen.	Wenn es einen Aufstand gibt, wird dieser von Lärm begleitet.	entailment
Achten Sie darauf die Münze von 1887 a5 zu sehen, die unter Britischen Subjekten der Zeit Bestürzung verursachte.	Die a5 Münze ist aus China.	contradiction
Auf der anderen Seite, es gibt Verantwortungen wie IT Planung und Übersicht, welche im Hause bleiben muss.	Es gibt IT-Planung.	entailment
Daher gibt es eine zählbare oder abzählbare Unendlichkeit von Computerprogrammen.	Etwas kann sowohl zählbar als auch abzählbar sein.	entailment
Das bekannteste Merkmal des Gebäudes ist die Grashüpfer-Wetterfahne.	Das Gebäude hat eine riesige Eisenwetterfahne.	neutral
Oh ja ja, es ist ein großartiger Ort für einen Besuch, wirklich ja	Hawaii ist mein Lieblingsurlaubsort.	neutral
Pilger würden Honigkuchen für diese Schlange kaufen und sie am Tempeleingang lassen damit sie es genießen können.	Die Schlange starb am Ende aufgrund diabetischer Folgeschäden.	neutral
Im Jahr 1998 leitete Clarke eine Übung um die Unzulänglichkeit der Lösung hervorzuheben.	Clarke wollte den Menschen zeigen, dass die Einwanderungspolitik scheitert.	neutral
"CPU:Intel Q6600 Board:ASUS maximus extreme Ram:1gb osx Fp:Westerndigital 160gb s-ata Gk:Geforce 8800GTX
            Windows XP PS3 Ich habe heute alles zusammengebaut, aber aheb folgende probleme... 1.Der PC brauch ca
            5-10min zum booten. 2.Nach dem Starten hängt der pc sich ständig auf. 3.Bei dem Prog Pobre2 wird angezeigt
            der die Dram & Dram ref zu niedrig sind 4.beim booten wird ''Pri Master Hard Disk : S.M.A.R.T. Status
            BAD, Backup and Replace Press F1 to Resume.'' wenn ich denn F1 drücke fährt der pc weiter hoch. MFG (bitte
            um schnelle antwort)
        "	Der Anwender erkundigt sich, ob ein Virus auch Hardware infizieren kann.	contradiction
Nearby Xlapak hat nur ein bedeutendes Bauwerk, ein Palast, aber Labna, die endgültige Puuc Seite bei der Tour, hat verschiedene Bauwerke zu erkunden.	Xlapak ist ein Ort aus Gold.	neutral
yeah yeah yeah, du bekommst zwei Wochen, wenn du anfängst und dann jedes Jahr geben sie dir einen zusätzlichen Tag, bis du vier Wochen hast	Deine Zeit nimmt jedes Jahr zu.	entailment
"hi folgendes problem: Hab im windows mit der nvidia software versucht ein bios update durchzuführen. Hab
            vorher natürlich ein bios backup gemacht. beim aufspieln des neuen bios kam dann eine fehlermeldung. Bios
            konnte nicht initalisiert werden. Ich hab dann noch 2 andere versionen versucht zu installieren jedoch ohne
            erfolg. Dann wollte ich das backup wieder aufspielen, doch auch das wurde verweigert. Dann hab ich neustart
            gemacht, ohne erfolg. cmos jumper... ohne erfolg ..,. batterie raus hilft auch nix... was nun ????????
            Hilfe!!!!!!!!!!!!!!!!!!!!!!!!!! danke schonmal opa.oi
        "	Mein Rechner hat im Leerlauf eine sehr hohe CPU-Auslastung und ruckelt.	contradiction
"System Error Fixer bietet ein Spywareprogramm an, es öffnen sich unerwünschte Seiten auf dem Mozilla Firefox
            Browser, z.B. QUELLE.de , aber auch Handy- und sogar Sex-Seiten. Habe diese Probleme seit ca. 2 Wochen;
            gestern große Reinigungsaktion gestartet: 1. Ad-Aware, 2. SpyBot-S & D, 3. Bit-Defender, 4. Stinger, und
            jetzt bin ich beim HiJackThis angekommen. Kann mit den Log-Files nichts anfangen , werde sie versuchen zu
            posten und hoffe sehr auf Hilfe. Danke schon mal im Voraus! Logfile of Trend Micro HijackThis v2.0.2 [edit]
            bitte editiere zukünftig deine links, wie es dir u.a. hier angezeigt wird: Aktive Links und persönliche
            Informationen in HJT Log-Files danke GUA [LinkImg:(URL) [/edit]
        "	Vista warnt mich bei der Ausführung eines Programmes vor schädlicher Software.	contradiction
Ein Feuerball aus dem Dieseltreibstoff brach beim Aufprall aus schaltete mindestens ein System der Aufzüge aus.	Der Feuerball flog mindestens einen Fahrstuhlschacht herunter.	entailment
"Kann mir mal jemand erklären, wie das gehen soll z.B. Computer (RAM-Speicher) max EUR 6,00 Software
            (Virenschutz & Datensicherheit) max EUR 5,00 Audio & Hi-Fi (Kopfhörer) max EUR 6,00 wenn aber bei
            der Post der Versand per DHL (versichert) schon EUR 7,- kostet? Da zahlt also der Verkäufer allein an
            Portokosten an DHL mehr als der Käufer an ihn bezahlen muss? Von Kosten für den Weg zur Post (bei den
            heutigen Spritpreisen ja vernachlässigbar), Kosten für die Verpackung (Kartonage, Polstermaterial, Kleber) +
            Kosten, Zeit und Mühen für die Verpackerei ganz zu schweigen
        "	Befindet sich der Computer im Ruhezustand ist die Auslastung zu stark.	contradiction
Letztes Jahr kamen 17% des Museum's  Budget durch Spenden von loyalen Spendern zustande	Mehr als die Hälfte des Betriebsbudgets des Museums kommt jedes Jahr aus Spenden.	contradiction
Wird das Weiße Haus herumkommen?	Das Weiße Haus ist unsicher, wie es sich zu verhalten hat.	neutral
ja, sie haben nicht, natürlich haben sie nicht darüber gesprochen, äh, wo du weißt, dass du absolut unfähig bist um auf sie auf zu passen, aber es war das, wo du weisst, sie kommen aus großen vielköpfigen Familien	Jeder kümmert sich um seine eigene Familie, egal was passiert.	contradiction
Es würde ohne den Auslöser nicht explodieren.	Es gibt keinen Auslöser zum Ziehen.	contradiction
Die einzige Erwähnung, die ich habe, die den Streifen überhaupt erwähnt (Das Pinguin-Buch der Comics), ist im Detail eher lückenhaft.	Die mir vorliegenden Informationen sind veraltet.	neutral
Wir versuchen nur herauszufinden was los ist.	Wir versuchen auch zu lernen was Gestern geschah.	neutral
Das dominierende Mendel-Gen, seht ihr, ist leicht selektierbar, sobald die richtigen Umweltbedingungen eingetreten sind.	Die richtigen Umweltbedingungen für das dominante mendelsche Gen traten niemals auf.	contradiction
Solche Ausbrüche des Wahnsinns dauerten drei Jahrzehnte lang und wurden mehr Rokoko.	Der Wahnsinn wurde zu der Zeit nicht bemerkt.	neutral
Die Agentur wurde zuerst geöffnet, um Lancaster, York und Reading zu dienen.	Die Städte Lancaster, York und Reading wurden ursprünglich von dieser Agentur bedient.	entailment
Man sagt das Kreuz wiege 181.740 Tonnen.	Das Kreuz wiegt fast 200.000 Tonnen.	entailment
Sie sind nicht sehr höflich, Herr, wie ich bereits bemerkt habe.	Sie haben eine Konversation.	neutral
Nein, nicht unbedingt äh es kann ein Haus für Menschen sein, die Ihnen helfen, mit einem X Betrag von Dollars um zu gehen	Manchmal ist es hausinteme Leute die die helfen.	entailment
Er reimte es mit Pandämonium; Nach den Klagen, die sich über Eigentumswohnparkplätze, Balkonbarbecues und Haustiere in den Hallen ereigneten, hätte er vielleicht Recht gehabt, den Neologismus zu benutzen.	Er machte es zu einem reimenden Wort.	entailment
"Hallo , da mein Pc (4200+ x², 4 Gb Ram) mit dem Catalyst 8.6 beim Starten oft Bluescreens verursachte, wollte
            ich mit dem @bios tool das f5 bios aufspielen. dabei brach das programm mit '' alloc kernel memory failure
            '' ab. ich habe darauf nod32 vollständig runtergeschmissen. (soll wohl das flashen nicht erlauben) nun lief
            das programm einmal langsam bis auf 100%, er hat also etwas geflasht. nach erreichen der 100% kommt nun
            selbiger fehler wie oben, sodass ich im moment etwas angst habe, den rechner neu zustarten. könnt ihr mir
            einen tip geben, was ich nun tun soll? mfg
        "	Der Rechner stürzt bei zu hoher Erwärmung ab und zeigt einen Bluescreen	contradiction
"Hallo Ich habe folgendes Problem. Wenn ich Daten von einer USB Festplatte auf die Interne Platte kopiere
            hängt der ganze PC. Die Interne Platte hängt am Asus EZ Backup Controller und ist gespiegelt. Als
            Betriebsystem kommt Windows 2003 zum einsatz. Kennt jemand das Problem Und kann ich die Platten einfach
            umstecken auf den Intel Kontroller.???? Oder verliere ich alle Daten??
        "	Vista warnt mich bei der Ausführung eines Programmes vor schädlicher Software.	contradiction
Wenn überhaupt steigert es seine Aufregung.	Es verringerte seine Aufregung.	contradiction
"Hallo , da mein Pc (4200+ x², 4 Gb Ram) mit dem Catalyst 8.6 beim Starten oft Bluescreens verursachte, wollte
            ich mit dem @bios tool das f5 bios aufspielen. dabei brach das programm mit '' alloc kernel memory failure
            '' ab. ich habe darauf nod32 vollständig runtergeschmissen. (soll wohl das flashen nicht erlauben) nun lief
            das programm einmal langsam bis auf 100%, er hat also etwas geflasht. nach erreichen der 100% kommt nun
            selbiger fehler wie oben, sodass ich im moment etwas angst habe, den rechner neu zustarten. könnt ihr mir
            einen tip geben, was ich nun tun soll? mfg
        "	"Aus welchem Grund bekomme ich das Risiko von Computerviren auf manchen Seiten der Homepage von meinem
            Antivirenprogramm gemeldet?
        "	contradiction
